// this dataset is used to predict the quality of red wine based on various physicochemical properties.

// you can visit
//    http://archive.ics.uci.edu/ml/datasets/Wine+Quality
// to see more about this dataset.

// the number of features

20

// The feature names followed by a dash and then the legal values of this feature

fixedAcidityGt47 - T F

volatileAcidityGt17 - T F
volatileAcidityGt29 - T F

citricAcidGt30 - T F

residualSugarGtMean - T F

chloridesGt9 - T F

freeSulfurDioxideGtMean - T F

totalSulfurDioxideGt27 - T F
totalSulfurDioxideGt37 - T F
totalSulfurDioxideGt54 - T F

densityGt18 - T F
densityGt41 - T F

pHGtMean - T F

sulphatesGt12 - T F
sulphatesGt15 - T F
sulphatesGt19 - T F
sulphatesGt44 - T F

alcoholGt22 - T F
alcoholGt33 - T F
alcoholGt47 - T F

// the class labels

lowToMid
midToHigh

// the number of examples (will read this many in; ok to have more in the file)

892

// the examples

trainEx432 lowToMid F T T F F T F F F F T T T F F F F F F F
trainEx241 lowToMid F T T F F T T T F F T T T T F F F F F F
trainEx802 midToHigh F F F T F F T F F F T T T T T T F T T F
trainEx315 lowToMid T T T T T T T T F F T T F T T T F F F F
trainEx158 lowToMid F T T T F T F F F F T T F T T T T F F F
trainEx140 lowToMid F F F F F T T F F F T T T F F F F F F F
trainEx882 lowToMid F T F T F T F F F F T T T F F F F F F F
trainEx740 midToHigh F T T F F T F F F F T T F T F F F F F F
trainEx55 midToHigh F F F T T T T F F F T T T T T T F T T F
trainEx638 lowToMid F T T F F T T T F F T T F F F F F T F F
trainEx786 lowToMid F T T T F T F F F F T T F T F F F T F F
trainEx779 midToHigh F T T F F F T F F F T T T T F F F T T T
trainEx713 midToHigh F T T F F T F F F F T T T T F F F F F F
trainEx295 lowToMid F T T F F T F F F F T F T T T F F T T F
trainEx725 lowToMid F T T T F T F T F F T T F T T F F F F F
trainEx449 midToHigh F T T F F T F F F F T F T T T T F T T T
trainEx30 lowToMid F T T F F T T T T F T T F T F F F F F F
trainEx764 lowToMid F T T F F T F F F F T T T F F F F T F F
trainEx164 lowToMid F T F T F T T F F F T T F T T T T F F F
trainEx615 midToHigh F F F T F T T F F F T T T T T T F T T F
trainEx312 midToHigh F T F T F F F F F F T F T T T T F T T T
trainEx114 lowToMid F T T F F T T F F F T F F F F F F F F F
trainEx244 midToHigh F T T F F T F F F F T F T T F F F T F F
trainEx584 lowToMid T F F T F T F F F F T T F T T T F F F F
trainEx415 lowToMid F T F F F T T T F F T T T T T F F F F F
trainEx235 midToHigh F F F T F F F F F F T T F T T T T T F F
trainEx700 midToHigh F F F T F T F F F F T T F T T T F F F F
trainEx101 midToHigh F T F F F T T F F F T T T T T T F F F F
trainEx828 midToHigh T F F T F T F F F F T T F T T T F T T T
trainEx545 midToHigh F T T F F T F F F F T F T T T T F T T T
trainEx440 midToHigh F T T F F T F F F F T F T T F F F T T F
trainEx354 lowToMid F T T F F F F F F F T F T F F F F T T F
trainEx793 lowToMid F T F F T F F F F F T F F F F F F T F F
trainEx665 midToHigh T F F T T T F F F F T T F T T T F T F F
trainEx162 lowToMid T T T T T T T T F F T T F T F F F T F F
trainEx662 lowToMid F T T F F T F F F F T T T T T T F F F F
trainEx614 midToHigh F T T F F T T F F F T F T T F F F T T F
