// this dataset is used to predict the quality of red wine based on various physicochemical properties.

// you can visit
//    http://archive.ics.uci.edu/ml/datasets/Wine+Quality
// to see more about this dataset.

// the number of features

20

// The feature names followed by a dash and then the legal values of this feature

fixedAcidityGt47 - T F

volatileAcidityGt17 - T F
volatileAcidityGt29 - T F

citricAcidGt30 - T F

residualSugarGtMean - T F

chloridesGt9 - T F

freeSulfurDioxideGtMean - T F

totalSulfurDioxideGt27 - T F
totalSulfurDioxideGt37 - T F
totalSulfurDioxideGt54 - T F

densityGt18 - T F
densityGt41 - T F

pHGtMean - T F

sulphatesGt12 - T F
sulphatesGt15 - T F
sulphatesGt19 - T F
sulphatesGt44 - T F

alcoholGt22 - T F
alcoholGt33 - T F
alcoholGt47 - T F

// the class labels

lowToMid
midToHigh

// the number of examples (will read this many in; ok to have more in the file)

892

// the examples

trainEx424 lowToMid F T F F F T T F F F T F T T F F F T T F
trainEx86 midToHigh F T F F T T T F F F T T T T T T F T T F
trainEx375 midToHigh F T F T F T F F F F T F T T T T F T T F
trainEx833 midToHigh F T T F F F F T F F F F T T T T F T T T
trainEx384 midToHigh F T T F F T F F F F T F T T F F F T T T
trainEx789 lowToMid F T T F T T F F F F T T T F F F F T T F
trainEx375 midToHigh F T F T F T F F F F T F T T T T F T T F
trainEx395 midToHigh F F F T T F T T T T T F F F F F F T T T
trainEx727 midToHigh T F F T F F F F F F T F F T T T F T T T
trainEx76 lowToMid F T T F F T F F F F T T F T T F F F F F
trainEx82 midToHigh F T T F T T T F F F T T F T T T F T T F
trainEx726 midToHigh F F F T F F F F F F T F T T F F F T T T
trainEx631 lowToMid F T T F F F F F F F T T F T T F F F F F
trainEx72 lowToMid F T F F T T T T T F T T F T T F F F F F
trainEx62 lowToMid F T T F T F F F F F T T T T F F F T T F
trainEx474 midToHigh T T F T F T F F F F T T F T T T F T F F
trainEx734 midToHigh T T F T F T T F F F T T F T T T F T F F
trainEx341 midToHigh T T F F F T F F F F T T F T T T F F F F
trainEx448 midToHigh T T F T T T T F F F T T F T T T F T F F
trainEx846 midToHigh F T F T F T F F F F T F T T T T F T T F
trainEx694 midToHigh F T F F F F T F F F T T T T T T F T F F
trainEx268 lowToMid F T T T F T T F F F T T T T F F F F F F
trainEx438 midToHigh F T T F T T T F F F T T F T T F F T F F
trainEx731 lowToMid F T T F T T T F F F T T F T F F F F F F
trainEx250 lowToMid F T T F F F F F F F T F T F F F F T T T
trainEx682 lowToMid F T F F T T F F F F T T T T T T F T T F
trainEx407 lowToMid F T F T T T T T T F T T F T T F F F F F
trainEx235 midToHigh F F F T F F F F F F T T F T T T T T F F
trainEx801 midToHigh T F F T F T T F F F T T F T T T F T T T
trainEx424 lowToMid F T F F F T T F F F T F T T F F F T T F
trainEx407 lowToMid F T F T T T T T T F T T F T T F F F F F
trainEx590 midToHigh F T T F F T F F F F T T T T T F F F F F
trainEx648 lowToMid F F F T F T T T T F T T T T T T F T T F
trainEx613 midToHigh F F F T F T T F F F T T T T T T F F F F
trainEx260 midToHigh T F F T T T F F F F T T F T T T F T T F
trainEx363 lowToMid F F F F F T T F F F T T T T T T F T T F
trainEx395 midToHigh F F F T T F T T T T T F F F F F F T T T
trainEx148 midToHigh F T F T T T F F F F T T F T T T F T T T
trainEx855 lowToMid F T T F F T F F F F T T F T T T F F F F
trainEx519 lowToMid F T T F F T F F F F T T T T F F F T T F
trainEx14 midToHigh F T T F F F F F F F T F T F F F F T T F
trainEx734 midToHigh T T F T F T T F F F T T F T T T F T F F
trainEx530 midToHigh T F F T T T F F F F T T F T T T F T T F
trainEx187 midToHigh F T T F F F T F F F T F T T T T F T T F
trainEx658 lowToMid F T F F F T T T T F T T F T T F F F F F
trainEx822 lowToMid F T F F F T F F F F T T T F F F F T F F
trainEx778 lowToMid T F F T F T F F F F T T F T T T F F F F
trainEx658 lowToMid F T F F F T T T T F T T F T T F F F F F
trainEx108 midToHigh F F F T F T F F F F T T F T T T F F F F
trainEx291 lowToMid F T T F F T T T T F T T F F F F F T F F
trainEx386 lowToMid F T T T F T F F F F T T T F F F F F F F
trainEx814 midToHigh T T F T T T T F F F T T F T T T F T F F
trainEx277 lowToMid F T F F F T T F F F T T T T T F F T F F
trainEx422 lowToMid F T T F F F F F F F T T T T T F F T T F
trainEx743 lowToMid F T T F T F F F F F T T F F F F F T F F
trainEx237 midToHigh T T F T F T F F F F T T F T F F F F F F
trainEx424 lowToMid F T F F F T T F F F T F T T F F F T T F
trainEx241 lowToMid F T T F F T T T F F T T T T F F F F F F
trainEx106 lowToMid F T F F F T T F F F T F T T T T F F F F
trainEx654 lowToMid F F F T F T T F F F T F T T T T F T T F
trainEx542 lowToMid F T T T F T T T T F T T F T T T F F F F
trainEx683 lowToMid T F F T F T F F F F T T F T T T F F F F
trainEx466 lowToMid F T T F T T T T F F T T T T F F F F F F
trainEx123 midToHigh T T F F T T F F F F T T F T F F F T F F
trainEx53 midToHigh F T F F F T F F F F T F T T T F F F F F
trainEx336 midToHigh F F F T F F F F F F T F F T T T F T T T
trainEx439 lowToMid F T T F F T F F F F T T F T T F F F F F
trainEx499 lowToMid F T T F F T F F F F T T T T F F F F F F
trainEx541 midToHigh F T T F F F F F F F T T T T T T F T F F
trainEx300 midToHigh F F F T T T F F F F T T F T T T F T T T
trainEx567 midToHigh F F F T F F T F F F T F T T T T F T T T
trainEx843 midToHigh F T F T F T F F F F T T T T F F F T T F
trainEx419 lowToMid F T T F F T F F F F T T T T T T F F F F
trainEx560 lowToMid F T T F T T T F F F T T T T T T F T F F
trainEx281 lowToMid F T T T F T F F F F T T T T T F F T F F
trainEx827 midToHigh F T T F F T T T F F T T F T F F F F F F
trainEx196 lowToMid F T T F F T T F F F T F T T F F F T T F
trainEx128 lowToMid F T T F T T T F F F T T F T F F F F F F
trainEx808 midToHigh F T F T T T T T F F T T T T T F F F F F
trainEx293 midToHigh F F F T F F T F F F T T F T T T T T F F
trainEx823 midToHigh T T F T F T T F F F T T F T T T F T T T
trainEx777 lowToMid F T F F F F T T F F T F T T T F F T T T
trainEx130 midToHigh T T F T T T F F F F T T F T T T F T T T
trainEx620 lowToMid F T F F F F T F F F T F T T T F F F F F
trainEx278 midToHigh F T T F F T F F F F T F T T T F F T T T
trainEx886 midToHigh F T T F F T T F F F T F T T F F F T T F
trainEx323 lowToMid F T T F F T F F F F T T T T T T F F F F
trainEx50 lowToMid F T F F F F F F F F T T T T F F F T F F
trainEx628 midToHigh T F F T F F F F F F T T F T T T F T T F
trainEx821 midToHigh F T F F F T F F F F T F T T T T F T T F
trainEx210 lowToMid F T T F F T F F F F T T F F F F F T F F
trainEx303 lowToMid F T F F F T T T T F T T F T T F F F F F
trainEx107 midToHigh T T F T F F F F F F T T F T T F F F F F
trainEx581 midToHigh T T F T T T T F F F T T F T T T F T T F
trainEx824 midToHigh F T F F F T F F F F T T F T F F F T F F
trainEx271 midToHigh F T F T F T T F F F T T T T T T F F F F
trainEx792 midToHigh F T F T F F F F F F T F T T T T F T T T
trainEx600 midToHigh T T T F F T T F F F T T F T F F F T F F
trainEx803 midToHigh F T F F F T F F F F T F T T F F F T F F
trainEx892 midToHigh T F F T T T T F F F T T F T T T F T F F
trainEx367 lowToMid F T T F F F T T F F T F T T T F F T T T
trainEx492 lowToMid F T T F F F T F F F T T T T T T F F F F
trainEx776 midToHigh F T F F F T F F F F T T T F F F F F F F
trainEx844 lowToMid F T F F F T F F F F T T F T T T F T T F
trainEx87 lowToMid F T F T F T T F F F T T F T T F F F F F
trainEx219 lowToMid F T T F F T T F F F T T T T T F F F F F
trainEx871 lowToMid F T T F T T T T T F T T F F F F F F F F
trainEx387 midToHigh F T F F F T T F F F T F T T F F F T T F
trainEx731 lowToMid F T T F T T T F F F T T F T F F F F F F
trainEx471 lowToMid F T T F F T F F F F T T T F F F F T F F
trainEx114 lowToMid F T T F F T T F F F T F F F F F F F F F
trainEx747 lowToMid T T F T T T F F F F T T F T T F F T T F
trainEx584 lowToMid T F F T F T F F F F T T F T T T F F F F
trainEx80 midToHigh F F F T F T T F F F T T T T T T F T T F
trainEx770 midToHigh F T F T T T F F F F T T F T T F F T T T
trainEx505 lowToMid F T T F F T F F F F T T F F F F F F F F
trainEx156 lowToMid F T F F F T T F F F T F T T F F F T T F
trainEx455 midToHigh F T T F F F F F F F T F T T T T F T T T
trainEx719 midToHigh F T T F T T F F F F T F T T T F F T T F
trainEx662 lowToMid F T T F F T F F F F T T T T T T F F F F
trainEx491 lowToMid F T T F F F T F F F T T T T F F F T T F
trainEx401 lowToMid F T T F T T T T T F T T F T F F F F F F
trainEx263 lowToMid T T F T F T F F F F T T F F F F F F F F
trainEx203 midToHigh F T F F F F T F F F T F F T T T F T T F
trainEx183 midToHigh T T F T F T F F F F T T F T T T F T F F
trainEx762 lowToMid F T T F F T F T F F T T F T F F F F F F
trainEx533 lowToMid F T T T F T T T T F T T F T F F F F F F
trainEx564 midToHigh F T F T F T T F F F T T T T T T F T T T
trainEx496 lowToMid F T T F T T T F F F T T T T F F F F F F
trainEx539 lowToMid F T T F F T T F F F T T F T T F F F F F
trainEx363 lowToMid F F F F F T T F F F T T T T T T F T T F
trainEx634 midToHigh F T F F F F F F F F T F T T T T F T T F
trainEx717 lowToMid T T T T T T T F F F T T F F F F F T F F
trainEx576 lowToMid F T T F F T T T T F T T F F F F F T F F
trainEx306 midToHigh F T T F F T T T F F T T F T F F F F F F
trainEx405 lowToMid F F F T F F F F F F T T F T T T F T T F
trainEx876 lowToMid F T T F F T T F F F T T T T T T F T T F
trainEx820 lowToMid F F F T T F F T T F T T F T F F F T T T
trainEx854 midToHigh F T T F F T F F F F T F T T F F F T T T
trainEx850 lowToMid F T T T F T T T F F T T T F F F F F F F
trainEx685 lowToMid F F F F F T T F F F T T F T T T F F F F
trainEx783 lowToMid F T T F F T T F F F T F T F F F F T T F
trainEx537 midToHigh F T F T T T F F F F T F T T F F F T T T
trainEx526 midToHigh F T F T F F F F F F T T F T T T F T T F
trainEx789 lowToMid F T T F T T F F F F T T T F F F F T T F
trainEx521 midToHigh T T T T T T F F F F T T F T T T F T F F
trainEx168 midToHigh T T T F F T T F F F T T F T F F F T F F
trainEx259 midToHigh F T T F F T T F F F T F T T T F F T F F
trainEx712 lowToMid F T T F F T F F F F T T F T F F F F F F
trainEx477 lowToMid F T T F T T T T F F T T T T F F F T F F
