// this dataset is used to predict the quality of red wine based on various physicochemical properties.

// you can visit
//    http://archive.ics.uci.edu/ml/datasets/Wine+Quality
// to see more about this dataset.

// the number of features

20

// The feature names followed by a dash and then the legal values of this feature

fixedAcidityGt47 - T F

volatileAcidityGt17 - T F
volatileAcidityGt29 - T F

citricAcidGt30 - T F

residualSugarGtMean - T F

chloridesGt9 - T F

freeSulfurDioxideGtMean - T F

totalSulfurDioxideGt27 - T F
totalSulfurDioxideGt37 - T F
totalSulfurDioxideGt54 - T F

densityGt18 - T F
densityGt41 - T F

pHGtMean - T F

sulphatesGt12 - T F
sulphatesGt15 - T F
sulphatesGt19 - T F
sulphatesGt44 - T F

alcoholGt22 - T F
alcoholGt33 - T F
alcoholGt47 - T F

// the class labels

lowToMid
midToHigh

// the number of examples (will read this many in; ok to have more in the file)

892

// the examples

trainEx127 midToHigh T T F T T T F F F F T T F T T T F T T F
trainEx778 lowToMid T F F T F T F F F F T T F T T T F F F F
trainEx812 lowToMid F T F T F T T T F F T T T T T T F T T F
trainEx335 midToHigh F T T F F F F F F F T T T T F F F F F F
trainEx287 lowToMid F T T F F F T F F F T T T T T T F T F F
trainEx610 lowToMid F T T F F T F F F F T T F T T T F T F F
trainEx50 lowToMid F T F F F F F F F F T T T T F F F T F F
trainEx528 midToHigh T T F T F F F F F F T T F T T F F F F F
trainEx34 midToHigh F T F F F T T F F F T T T T T F F F F F
trainEx245 midToHigh F F F F F F T T F F F F F F F F F T T T
trainEx616 lowToMid F T T F F F T F F F T F T T T F F T T F
trainEx765 midToHigh F T F T F T F F F F T T F T T T F F F F
trainEx743 lowToMid F T T F T F F F F F T T F F F F F T F F
trainEx833 midToHigh F T T F F F F T F F F F T T T T F T T T
trainEx255 midToHigh F T F F F T T F F F T T T T T T F F F F
trainEx280 midToHigh F T T F F T F F F F T T F T F F F T T F
trainEx317 midToHigh T T T T T T T F F F T T F T T T F F F F
trainEx342 midToHigh F F F T F T F F F F T F F T T T F T T T
trainEx76 lowToMid F T T F F T F F F F T T F T T F F F F F
trainEx714 midToHigh F F F T F T F F F F T F F T F F F T T T
trainEx243 lowToMid F T T F F T T F F F T T F F F F F F F F
trainEx560 lowToMid F T T F T T T F F F T T T T T T F T F F
trainEx653 lowToMid F T F T F F T F F F T T T T T T F T F F
trainEx376 midToHigh T F F T T T F F F F T T F T T T F T T T
trainEx456 lowToMid F T F F F T T F F F T T F T F F F F F F
trainEx548 lowToMid T T F T F T T F F F T T T T T T F T F F
trainEx120 lowToMid F T T F F T F T T F T F T T T T F T T F
trainEx814 midToHigh T T F T T T T F F F T T F T T T F T F F
trainEx344 midToHigh F F F T F F F F F F T F F T T T F T T T
trainEx274 lowToMid F T F F T T F F F F T T T F F F F T T F
trainEx564 midToHigh F T F T F T T F F F T T T T T T F T T T
trainEx561 lowToMid F T T F F T T F F F T T T T T T F F F F
trainEx107 midToHigh T T F T F F F F F F T T F T T F F F F F
trainEx561 lowToMid F T T F F T T F F F T T T T T T F F F F
trainEx426 lowToMid F T T T F T T F F F T T T T T F F F F F
trainEx171 midToHigh T T F T T T F F F F T T F T T T F T F F
trainEx782 midToHigh F T F F T T T F F F T T T T T T F T F F
trainEx240 lowToMid F T T F T T T F F F T F T F F F F T T F
trainEx767 lowToMid F F F T T T F F F F T T T T T T F T T F
