// this dataset is used to predict the quality of red wine based on various physicochemical properties.

// you can visit
//    http://archive.ics.uci.edu/ml/datasets/Wine+Quality
// to see more about this dataset.

// the number of features

20

// The feature names followed by a dash and then the legal values of this feature

fixedAcidityGt47 - T F

volatileAcidityGt17 - T F
volatileAcidityGt29 - T F

citricAcidGt30 - T F

residualSugarGtMean - T F

chloridesGt9 - T F

freeSulfurDioxideGtMean - T F

totalSulfurDioxideGt27 - T F
totalSulfurDioxideGt37 - T F
totalSulfurDioxideGt54 - T F

densityGt18 - T F
densityGt41 - T F

pHGtMean - T F

sulphatesGt12 - T F
sulphatesGt15 - T F
sulphatesGt19 - T F
sulphatesGt44 - T F

alcoholGt22 - T F
alcoholGt33 - T F
alcoholGt47 - T F

// the class labels

lowToMid
midToHigh

// the number of examples (will read this many in; ok to have more in the file)

892

// the examples

trainEx286 midToHigh F T F T F T T F F F T T T T T F F F F F
trainEx111 lowToMid F T T F F T F F F F T T T T T F F T F F
trainEx492 lowToMid F T T F F F T F F F T T T T T T F F F F
trainEx489 midToHigh F T T F T T F F F F T F T T T F F T T F
trainEx700 midToHigh F F F T F T F F F F T T F T T T F F F F
trainEx90 midToHigh F T T F T T F F F F T T T T T F F T T T
trainEx379 lowToMid F T F F F T F F F F T T F T T T F T F F
trainEx9 lowToMid F T T F F T F F F F T F F T F F F F F F
trainEx692 midToHigh F T F T F T T F F F T T F T T T F T T F
trainEx446 midToHigh F F F T F F T T T T F F F T T F F T T T
trainEx740 midToHigh F T T F F T F F F F T T F T F F F F F F
trainEx743 lowToMid F T T F T F F F F F T T F F F F F T F F
trainEx612 midToHigh F F F T F F T F F F T F T T T F F T T T
trainEx871 lowToMid F T T F T T T T T F T T F F F F F F F F
trainEx610 lowToMid F T T F F T F F F F T T F T T T F T F F
trainEx102 midToHigh F T T F T T T F F F T T F F F F F T F F
trainEx307 midToHigh F T T F F T T T F F T T T T F F F F F F
trainEx398 lowToMid F T F F F T F F F F T T T T F F F T F F
trainEx505 lowToMid F T T F F T F F F F T T F F F F F F F F
trainEx860 lowToMid T T T T F F F F F F T T F F F F F T F F
trainEx40 lowToMid F T F F T T T T F F T T F T T T F F F F
trainEx433 midToHigh T F F T F F F F F F T T F F F F F T T T
trainEx115 lowToMid F T F T T T T F F F T T T T T F F F F F
trainEx130 midToHigh T T F T T T F F F F T T F T T T F T T T
trainEx472 lowToMid T F F T F T F F F F T T F T T T F T F F
trainEx500 midToHigh F T T F F T F F F F T T T F F F F F F F
trainEx712 lowToMid F T T F F T F F F F T T F T F F F F F F
trainEx427 midToHigh F T F T F F F F F F T F T T T T F T T T
trainEx57 midToHigh F T T F T T F F F F T T F T F F F F F F
trainEx764 lowToMid F T T F F T F F F F T T T F F F F T F F
trainEx288 lowToMid F T T F F F F F F F T T F T T F F F F F
trainEx413 lowToMid F T F T F T T F F F T T T T F F F F F F
trainEx238 lowToMid F T F F T T T T F F T T F T F F F F F F
trainEx819 lowToMid F T F T T F F F F F T T F F F F F T F F
trainEx742 midToHigh F F F T F F T F F F T F T T T T F T T T
trainEx484 lowToMid F T T F T T T T T F T T T F F F F F F F
trainEx80 midToHigh F F F T F T T F F F T T T T T T F T T F
trainEx846 midToHigh F T F T F T F F F F T F T T T T F T T F
trainEx577 midToHigh F F F T F T T F F F T F T T T T F T T F
trainEx125 midToHigh F T T F F F F F F F T T T T T T F F F F
trainEx173 midToHigh T F F T F T F F F F T T F T T T F F F F
trainEx31 midToHigh F F F T F F F F F F T F T T F F F T T T
trainEx271 midToHigh F T F T F T T F F F T T T T T T F F F F
trainEx797 lowToMid T T F T F T F F F F T T F T T T F T T F
trainEx262 lowToMid F T T F F T T F F F T T T T T F F T F F
trainEx392 midToHigh T T F T T T F F F F T T F T T T F T T T
trainEx565 lowToMid F T F F F T F F F F T F T T F F F F F F
trainEx408 lowToMid F F F F F F T F F F T T T T T F F T F F
trainEx683 lowToMid T F F T F T F F F F T T F T T T F F F F
trainEx625 midToHigh F T F F T T F F F F T T T T T T F F F F
trainEx464 midToHigh F T T F F F T F F F T F T T T F F T T T
trainEx694 midToHigh F T F F F F T F F F T T T T T T F T F F
trainEx363 lowToMid F F F F F T T F F F T T T T T T F T T F
trainEx327 midToHigh F F F T F F F F F F T F T T T T F T T T
trainEx216 lowToMid F T F F F T F F F F T T T F F F F T F F
trainEx639 midToHigh F T T F T T F F F F T T T T T T F F F F
trainEx643 midToHigh F T F F F T F F F F T T F T T F F F F F
trainEx651 lowToMid F T F T T T T T F F T T F T T T F F F F
trainEx816 midToHigh F T F T T F T F F F T F T T T T F T T T
trainEx360 midToHigh F T T T F T F F F F T T F T T T F F F F
trainEx647 lowToMid F T T F T T F F F F T T T T F F F T F F
trainEx496 lowToMid F T T F T T T F F F T T T T F F F F F F
trainEx525 midToHigh F T F F F T F F F F T F F T T T F T T F
trainEx389 lowToMid F T F F F T T F F F T F F F F F F F F F
trainEx230 midToHigh T T F T T T T T F F T T F T T T F F F F
trainEx369 midToHigh F T F F F F F F F F T F T T T F F T T T
trainEx182 lowToMid F T T F F T T T T F T T T T T T F T T F
trainEx141 midToHigh T F F T F T F F F F T T F T F F F T T T
trainEx742 midToHigh F F F T F F T F F F T F T T T T F T T T
trainEx891 lowToMid F T F T F T F F F F T T T T T T F T F F
trainEx433 midToHigh T F F T F F F F F F T T F F F F F T T T
trainEx693 lowToMid F T T F F T F F F F T T F F F F F F F F
trainEx162 lowToMid T T T T T T T T F F T T F T F F F T F F
trainEx522 midToHigh F T F T F T F F F F T T F T T T F T T F
trainEx266 midToHigh F T F T T T F F F F T T T T T T F T F F
trainEx144 midToHigh F T T F F T T F F F T F T T T F F T F F
trainEx712 lowToMid F T T F F T F F F F T T F T F F F F F F
trainEx30 lowToMid F T T F F T T T T F T T F T F F F F F F
trainEx550 midToHigh F T T F F T T F F F T F T T T T F T T F
